text,category,intent
where could I change my shipping address?,SHIPPING_ADDRESS,change_shipping_address
I want help changing the shipping address,SHIPPING_ADDRESS,change_shipping_address
I have put my old address by mistake,SHIPPING_ADDRESS,change_shipping_address
I do not know how I could change the shipping address,SHIPPING_ADDRESS,change_shipping_address
I want help changing my shipping address,SHIPPING_ADDRESS,change_shipping_address
I put my old address by mistake,SHIPPING_ADDRESS,change_shipping_address
information about a shipping address change,SHIPPING_ADDRESS,change_shipping_address
where to change the shipping address?,SHIPPING_ADDRESS,change_shipping_address
I want to know about changing the shipping address,SHIPPING_ADDRESS,change_shipping_address
I have issues updating my address,SHIPPING_ADDRESS,change_shipping_address
wanna update the address,SHIPPING_ADDRESS,change_shipping_address
I try to change my shipping address,SHIPPING_ADDRESS,change_shipping_address
I'm looking for information about modifying my address,SHIPPING_ADDRESS,change_shipping_address
question about a shipping address change,SHIPPING_ADDRESS,change_shipping_address
i chose a wrong delivery address by mistake can i correct it,SHIPPING_ADDRESS,change_shipping_address
i need assistance to update the delivery address,SHIPPING_ADDRESS,change_shipping_address
I want ot update the address,SHIPPING_ADDRESS,change_shipping_address
I want to know more about updating the delivery addresxs,SHIPPING_ADDRESS,change_shipping_address
what do i need to do to edit the address,SHIPPING_ADDRESS,change_shipping_address
I don't know how I could change my shipping address,SHIPPING_ADDRESS,change_shipping_address
error changing delivery address,SHIPPING_ADDRESS,change_shipping_address
the address has canged how can i correct it,SHIPPING_ADDRESS,change_shipping_address
I am looking for information about a shipping address change,SHIPPING_ADDRESS,change_shipping_address
where can I get information about a shipping address change?,SHIPPING_ADDRESS,change_shipping_address
I want information about changing the shipping address,SHIPPING_ADDRESS,change_shipping_address
I have troubles trying to modify the address,SHIPPING_ADDRESS,change_shipping_address
could you tell me more about changing the shipping address?,SHIPPING_ADDRESS,change_shipping_address
what do I need to do to change the shipping address?,SHIPPING_ADDRESS,change_shipping_address
where can I change my shipping address?,SHIPPING_ADDRESS,change_shipping_address
want supports trying to change my damn address,SHIPPING_ADDRESS,change_shipping_address
I want to know more about changing my shipping address,SHIPPING_ADDRESS,change_shipping_address
i have submitted a wrong delivery address can uupdatte it,SHIPPING_ADDRESS,change_shipping_address
is it possible to change my shipping address?,SHIPPING_ADDRESS,change_shipping_address
changing shipping address,SHIPPING_ADDRESS,change_shipping_address
I am trying to edit my address,SHIPPING_ADDRESS,change_shipping_address
I need information about changing my shipping address,SHIPPING_ADDRESS,change_shipping_address
help changing the shipping address,SHIPPING_ADDRESS,change_shipping_address
help trying to change the shipping address,SHIPPING_ADDRESS,change_shipping_address
there are troubles updating the address,SHIPPING_ADDRESS,change_shipping_address
problem with a shipping address change,SHIPPING_ADDRESS,change_shipping_address
I would like to change the shipping address,SHIPPING_ADDRESS,change_shipping_address
could I change my shipping address?,SHIPPING_ADDRESS,change_shipping_address
I need assistance to change the shipping address,SHIPPING_ADDRESS,change_shipping_address
I have a question about a shipping address change,SHIPPING_ADDRESS,change_shipping_address
give me information about a delivery address change,SHIPPING_ADDRESS,change_shipping_address
I don't know how to change my shipping address,SHIPPING_ADDRESS,change_shipping_address
where do I change my shipping address?,SHIPPING_ADDRESS,change_shipping_address
i have problems trying to correct my shipping address,SHIPPING_ADDRESS,change_shipping_address
i want support trying to update my delivery address,SHIPPING_ADDRESS,change_shipping_address
I want help to change my shipping address,SHIPPING_ADDRESS,change_shipping_address
I chose a wrong shipping address,SHIPPING_ADDRESS,change_shipping_address
I have chosen a wrong shipping address by mistake,SHIPPING_ADDRESS,change_shipping_address
could you help me changing the shipping address?,SHIPPING_ADDRESS,change_shipping_address
I do not know how I can change my shipping address,SHIPPING_ADDRESS,change_shipping_address
could you tell me about changing my shipping address?,SHIPPING_ADDRESS,change_shipping_address
could you help me changing my shipping address?,SHIPPING_ADDRESS,change_shipping_address
I have problems with a shipping address change,SHIPPING_ADDRESS,change_shipping_address
there is a problem trying to correct the delivery address,SHIPPING_ADDRESS,change_shipping_address
I cannot correct the delivery address,SHIPPING_ADDRESS,change_shipping_address
I need help changing my shipping address,SHIPPING_ADDRESS,change_shipping_address
could you help me change the shipping address?,SHIPPING_ADDRESS,change_shipping_address
